"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
1938,"CYVO","medium_airport","Val-d'Or Airport",48.0533,-77.7828,1107,"NA","CA","CA-QC","Val-d'Or","yes","CYVO","YVO","","http://www.arvo.qc.ca/","http://en.wikipedia.org/wiki/Val-d'Or_Airport",""
1939,"CYVP","medium_airport","Kuujjuaq Airport",58.0961,-68.4269,129,"NA","CA","CA-QC","Kuujjuaq","yes","CYVP","YVP","","","http://en.wikipedia.org/wiki/Kuujjuaq_Airport",""
1940,"CYVQ","medium_airport","Norman Wells Airport",65.2816,-126.798,238,"NA","CA","CA-NT","Norman Wells","yes","CYVQ","YVQ","","","http://en.wikipedia.org/wiki/Norman_Wells_Airport",""
1941,"CYVR","large_airport","Vancouver International Airport",49.1939,-123.184,14,"NA","CA","CA-BC","Vancouver","yes","CYVR","YVR","","http://www.yvr.ca/","http://en.wikipedia.org/wiki/Vancouver_International_Airport",""
1943,"CYVV","medium_airport","Wiarton Airport",44.7458,-81.1072,729,"NA","CA","CA-ON","Wiarton","no","CYVV","YVV","","http://wiartonairport.ca/","http://en.wikipedia.org/wiki/Wiarton_Airport",""
1944,"CYVZ","medium_airport","Deer Lake Airport",52.6558,-94.0614,1092,"NA","CA","CA-ON","Deer Lake","yes","CYVZ","YVZ","","","http://en.wikipedia.org/wiki/Deer_Lake_Airport_(Ontario)",""
1945,"CYWA","medium_airport","Petawawa Airport",45.9522,-77.3192,427,"NA","CA","CA-ON","Petawawa","no","CYWA","YWA","","","http://en.wikipedia.org/wiki/Petawawa_Airport",""
1946,"CYWG","large_airport","Winnipeg / James Armstrong Richardson International Airport",49.91,-97.2399,783,"NA","CA","CA-MB","Winnipeg","yes","CYWG","YWG","YWG","http://www.waa.ca/","http://en.wikipedia.org/wiki/Winnipeg_James_Armstrong_Richardson_International_Airport","CFB Winnipeg"
1948,"CYWJ","medium_airport","Déline Airport",65.2111,-123.436,703,"NA","CA","CA-NT","Déline","yes","CYWJ","YWJ","","","http://en.wikipedia.org/wiki/Deline_Airport",""
1949,"CYWK","medium_airport","Wabush Airport",52.9219,-66.8644,1808,"NA","CA","CA-NL","Wabush","yes","CYWK","YWK","","","http://en.wikipedia.org/wiki/Wabush_Airport",""
1950,"CYWL","medium_airport","Williams Lake Airport",52.1831,-122.054,3085,"NA","CA","CA-BC","Williams Lake","yes","CYWL","YWL","","","http://en.wikipedia.org/wiki/Williams_Lake_Airport",""
1952,"CYWP","medium_airport","Webequie Airport",52.9594,-87.3749,685,"NA","CA","CA-ON","Webequie","yes","CYWP","YWP","","","http://en.wikipedia.org/wiki/Webequie_Airport",""
1954,"CYWY","medium_airport","Wrigley Airport",63.2094,-123.437,489,"NA","CA","CA-NT","Wrigley","no","CYWY","YWY","","","http://en.wikipedia.org/wiki/Wrigley_Airport",""
1955,"CYXC","medium_airport","Cranbrook/Canadian Rockies International Airport",49.6108,-115.782,3082,"NA","CA","CA-BC","Cranbrook","yes","CYXC","YXC","","","http://en.wikipedia.org/wiki/Cranbrook/Canadian_Rockies_International_Airport",""
1957,"CYXE","medium_airport","Saskatoon John G. Diefenbaker International Airport",52.1708,-106.7,1653,"NA","CA","CA-SK","Saskatoon","yes","CYXE","YXE","","","http://en.wikipedia.org/wiki/Saskatoon/John_G._Diefenbaker_International_Airport",""
1958,"CYXH","medium_airport","Medicine Hat Airport",50.0189,-110.721,2352,"NA","CA","CA-AB","Medicine Hat","yes","CYXH","YXH","","","http://en.wikipedia.org/wiki/Medicine_Hat_Airport",""
1960,"CYXK","medium_airport","Rimouski Airport",48.4781,-68.4969,82,"NA","CA","CA-QC","Rimouski","no","CYXK","YXK","","","http://en.wikipedia.org/wiki/Rimouski_Airport",""
1961,"CYXL","medium_airport","Sioux Lookout Airport",50.1139,-91.9053,1258,"NA","CA","CA-ON","Sioux Lookout","yes","CYXL","YXL","","","http://en.wikipedia.org/wiki/Sioux_Lookout_Airport",""
1962,"CYXN","medium_airport","Whale Cove Airport",62.24,-92.5981,40,"NA","CA","CA-NU","Whale Cove","yes","CYXN","YXN","","","http://en.wikipedia.org/wiki/Whale_Cove_Airport",""
1963,"CYXP","medium_airport","Pangnirtung Airport",66.145,-65.7136,75,"NA","CA","CA-NU","Pangnirtung","yes","CYXP","YXP","","","http://en.wikipedia.org/wiki/Pangnirtung_Airport",""
1964,"CYXQ","medium_airport","Beaver Creek Airport",62.4103,-140.867,2131,"NA","CA","CA-YT","Beaver Creek","no","CYXQ","YXQ","","","http://en.wikipedia.org/wiki/Beaver_Creek_Airport",""
1965,"CYXR","medium_airport","Earlton (Timiskaming Regional) Airport",47.6974,-79.8473,800,"NA","CA","CA-ON","Earlton","no","CYXR","YXR","","","http://en.wikipedia.org/wiki/Earlton_(Timiskaming_Regional)_Airport","yxr"
1966,"CYXS","medium_airport","Prince George Airport",53.8894,-122.679,2267,"NA","CA","CA-BC","Prince George","yes","CYXS","YXS","","","http://en.wikipedia.org/wiki/Prince_George_Airport",""
1967,"CYXT","medium_airport","Northwest Regional Airport Terrace-Kitimat",54.4685,-128.576,713,"NA","CA","CA-BC","Terrace","yes","CYXT","YXT","","","http://en.wikipedia.org/wiki/Terrace_Airport",""
1968,"CYXU","medium_airport","London Airport",43.0356,-81.1539,912,"NA","CA","CA-ON","London","yes","CYXU","YXU","","http://www.londonairport.on.ca/","http://en.wikipedia.org/wiki/London_International_Airport",""
1969,"CYXX","medium_airport","Abbotsford Airport",49.0253,-122.361,195,"NA","CA","CA-BC","Abbotsford","yes","CYXX","YXX","","http://www.abbotsfordairport.ca/","http://en.wikipedia.org/wiki/Abbotsford_International_Airport",""
1970,"CYXY","medium_airport","Whitehorse / Erik Nielsen International Airport",60.7096,-135.067,2317,"NA","CA","CA-YT","Whitehorse","yes","CYXY","YXY","","","http://en.wikipedia.org/wiki/Whitehorse_International_Airport",""
1971,"CYXZ","medium_airport","Wawa Airport",47.9667,-84.7867,942,"NA","CA","CA-ON","Wawa","no","CYXZ","YXZ","","","http://en.wikipedia.org/wiki/Wawa_Airport",""
1972,"CYYB","medium_airport","North Bay Airport",46.3636,-79.4228,1215,"NA","CA","CA-ON","North Bay","yes","CYYB","YYB","","http://www.northbayairport.com/jackgarland.asp","http://en.wikipedia.org/wiki/North_Bay/Jack_Garland_Airport","Jack Garland Airport, CFB North Bay"
1973,"CYYC","large_airport","Calgary International Airport",51.1139,-114.02,3557,"NA","CA","CA-AB","Calgary","yes","CYYC","YYC","","http://www.calgaryairport.com/","http://en.wikipedia.org/wiki/Calgary_International_Airport","McCall Field"
1974,"CYYD","medium_airport","Smithers Airport",54.8247,-127.183,1712,"NA","CA","CA-BC","Smithers","yes","CYYD","YYD","","","http://en.wikipedia.org/wiki/Smithers_Airport",""
1976,"CYYF","medium_airport","Penticton Airport",49.4631,-119.602,1129,"NA","CA","CA-BC","Penticton","yes","CYYF","YYF","","","http://en.wikipedia.org/wiki/Penticton_Regional_Airport",""
1977,"CYYG","medium_airport","Charlottetown Airport",46.29,-63.1211,160,"NA","CA","CA-PE","Charlottetown","yes","CYYG","YYG","","","http://en.wikipedia.org/wiki/Charlottetown_Airport","PEI"
1978,"CYYH","medium_airport","Taloyoak Airport",69.5467,-93.5767,92,"NA","CA","CA-NU","Taloyoak","yes","CYYH","YYH","","","http://en.wikipedia.org/wiki/Taloyoak_Airport",""
1979,"CYYJ","large_airport","Victoria International Airport",48.6469,-123.426,63,"NA","CA","CA-BC","Victoria","yes","CYYJ","YYJ","","http://www.victoriaairport.com/","http://en.wikipedia.org/wiki/Victoria_International_Airport",""
1980,"CYYL","medium_airport","Lynn Lake Airport",56.8639,-101.076,1170,"NA","CA","CA-MB","Lynn Lake","yes","CYYL","YYL","","","http://en.wikipedia.org/wiki/Lynn_Lake_Airport",""
1982,"CYYN","medium_airport","Swift Current Airport",50.2919,-107.691,2680,"NA","CA","CA-SK","Swift Current","no","CYYN","YYN","","http://www.swiftcurrentairport.com/","http://en.wikipedia.org/wiki/Swift_Current_Airport","YYN"
1984,"CYYQ","medium_airport","Churchill Airport",58.7392,-94.065,94,"NA","CA","CA-MB","Churchill","yes","CYYQ","YYQ","","","http://en.wikipedia.org/wiki/Churchill_Airport",""
1985,"CYYR","medium_airport","Goose Bay Airport",53.3192,-60.4258,160,"NA","CA","CA-NL","Goose Bay","yes","CYYR","YYR","","","http://en.wikipedia.org/wiki/CFB_Goose_Bay","CFB Goose Bay"
1986,"CYYT","large_airport","St. John's International Airport",47.6186,-52.7519,461,"NA","CA","CA-NL","St. John's","yes","CYYT","YYT","","http://www.stjohnsairport.com/","http://en.wikipedia.org/wiki/St._John's_International_Airport",""
1987,"CYYU","medium_airport","Kapuskasing Airport",49.4139,-82.4675,743,"NA","CA","CA-ON","Kapuskasing","yes","CYYU","YYU","","","http://en.wikipedia.org/wiki/Kapuskasing_Airport",""
1988,"CYYW","medium_airport","Armstrong Airport",50.2903,-88.9097,1058,"NA","CA","CA-ON","Armstrong","no","CYYW","YYW","","","http://en.wikipedia.org/wiki/Armstrong_Airport",""
1989,"CYYY","medium_airport","Mont Joli Airport",48.6086,-68.2081,172,"NA","CA","CA-QC","Mont-Joli","yes","CYYY","YYY","","","http://en.wikipedia.org/wiki/Mont-Joli_Airport",""
1990,"CYYZ","large_airport","Lester B. Pearson International Airport",43.6772,-79.6306,569,"NA","CA","CA-ON","Toronto","yes","CYYZ","YYZ","YYZ","http://www.gtaa.com/","http://en.wikipedia.org/wiki/Toronto_Pearson_International_Airport","YTO, Toronto International Airport, Malton"
1991,"CYZD","medium_airport","Downsview Airport",43.7425,-79.4656,652,"NA","CA","CA-ON","Toronto","no","CYZD","YZD","","","http://en.wikipedia.org/wiki/Toronto/Downsview_Airport",""
1992,"CYZE","medium_airport","Gore Bay Manitoulin Airport",45.8853,-82.5678,635,"NA","CA","CA-ON","Gore Bay","no","CYZE","YZE","","","http://en.wikipedia.org/wiki/Gore_Bay-Manitoulin_Airport",""
1993,"CYZF","medium_airport","Yellowknife Airport",62.4628,-114.44,675,"NA","CA","CA-NT","Yellowknife","yes","CYZF","YZF","","","http://en.wikipedia.org/wiki/Yellowknife_Airport",""
1994,"CYZG","medium_airport","Salluit Airport",62.1794,-75.6672,743,"NA","CA","CA-QC","Salluit","yes","CYZG","YZG","","","http://en.wikipedia.org/wiki/Salluit_Airport",""
1995,"CYZH","medium_airport","Slave Lake Airport",55.2931,-114.777,1912,"NA","CA","CA-AB","Slave Lake","no","CYZH","YZH","","http://slavelakeairport.com","http://en.wikipedia.org/wiki/Slave_Lake_Airport","YZH"
1996,"CYZP","medium_airport","Sandspit Airport",53.2543,-131.814,21,"NA","CA","CA-BC","Sandspit","yes","CYZP","YZP","","","http://en.wikipedia.org/wiki/Sandspit_Airport","Queen Charlotte Islands, Haida Gwaii"
1997,"CYZR","medium_airport","Chris Hadfield Airport",42.9994,-82.3089,594,"NA","CA","CA-ON","Sarnia","yes","CYZR","YZR","","","http://en.wikipedia.org/wiki/Sarnia_(Chris_Hadfield)_Airport",""
1998,"CYZS","medium_airport","Coral Harbour Airport",64.1933,-83.3594,210,"NA","CA","CA-NU","Coral Harbour","yes","CYZS","YZS","","","http://en.wikipedia.org/wiki/Coral_Harbour_Airport",""
1999,"CYZT","medium_airport","Port Hardy Airport",50.6806,-127.367,71,"NA","CA","CA-BC","Port Hardy","yes","CYZT","YZT","","","http://en.wikipedia.org/wiki/Port_Hardy_Airport",""
2000,"CYZU","medium_airport","Whitecourt Airport",54.1439,-115.787,2567,"NA","CA","CA-AB","Whitecourt","no","CYZU","YZU","","","http://en.wikipedia.org/wiki/Whitecourt_Airport",""
2001,"CYZV","medium_airport","Sept-Îles Airport",50.2233,-66.2656,180,"NA","CA","CA-QC","Sept-Îles","yes","CYZV","YZV","","","http://en.wikipedia.org/wiki/Sept-%C3%8Eles_Airport",""
2002,"CYZW","medium_airport","Teslin Airport",60.1728,-132.743,2313,"NA","CA","CA-YT","Teslin","no","CYZW","YZW","","","http://en.wikipedia.org/wiki/Teslin_Airport",""
2003,"CYZX","medium_airport","CFB Greenwood",44.9844,-64.9169,92,"NA","CA","CA-NS","Greenwood","no","CYZX","YZX","","","http://en.wikipedia.org/wiki/CFB_Greenwood","Greenwood Airport"
2005,"CZAC","medium_airport","York Landing Airport",56.0894,-96.0892,621,"NA","CA","CA-MB","York Landing","yes","CZAC","ZAC","","","http://en.wikipedia.org/wiki/York_Landing_Airport",""
2006,"CZAM","medium_airport","Shuswap Regional Airport",50.6828,-119.229,1751,"NA","CA","CA-BC","Salmon Arm","no","CZAM","YSN","","http://www.salmonarm.ca/index.aspx?nid=228","http://en.wikipedia.org/wiki/Salmon_Arm_Airport","AM4, Shuswap Regional Airport, Salmon Arm Airport"
2008,"CZBB","medium_airport","Boundary Bay Airport",49.0742,-123.012,6,"NA","CA","CA-BC","Vancouver","no","CZBB","YDT","","","http://en.wikipedia.org/wiki/Boundary_Bay_Airport","ZBB"
2009,"CZBD","medium_airport","Ilford Airport",56.0614,-95.6139,642,"NA","CA","CA-MB","Ilford","yes","CZBD","ILF","","","http://en.wikipedia.org/wiki/Ilford_Airport","ZBD"
2010,"CZBF","medium_airport","Bathurst Airport",47.6297,-65.7389,193,"NA","CA","CA-NB","Bathurst","yes","CZBF","ZBF","","","http://en.wikipedia.org/wiki/Bathurst_Airport_(New_Brunswick)","ZBF"
2011,"CZBM","medium_airport","Bromont (Roland Desourdy) Airport",45.2908,-72.7414,375,"NA","CA","CA-QC","Bromont","no","CZBM","ZBM","","","http://en.wikipedia.org/wiki/Bromont_Airport",""
2012,"CZEE","medium_airport","Kelsey Airport",56.0375,-96.5097,600,"NA","CA","CA-MB","Kelsey","no","CZEE","KES","ZEE","","http://en.wikipedia.org/wiki/Kelsey_Airport",""
2013,"CZEM","medium_airport","Eastmain River Airport",52.2264,-78.5225,24,"NA","CA","CA-QC","Eastmain River","yes","CZEM","ZEM","","","http://en.wikipedia.org/wiki/Eastmain_River_Airport",""
2014,"CZFA","medium_airport","Faro Airport",62.2075,-133.376,2351,"NA","CA","CA-YT","Faro","no","CZFA","ZFA","","","http://en.wikipedia.org/wiki/Faro_Airport_(Yukon)",""
2015,"CZFD","medium_airport","Fond-Du-Lac Airport",59.3344,-107.182,814,"NA","CA","CA-SK","Fond-Du-Lac","yes","CZFD","ZFD","","","http://en.wikipedia.org/wiki/Fond-du-Lac_Airport",""
2016,"CZFG","medium_airport","Pukatawagan Airport",55.7492,-101.266,958,"NA","CA","CA-MB","Pukatawagan","no","CZFG","XPK","ZFG","","http://en.wikipedia.org/wiki/Pukatawagan_Airport",""
2018,"CZFN","medium_airport","Tulita Airport",64.9097,-125.573,332,"NA","CA","CA-NT","Tulita","yes","CZFN","ZFN","","","http://en.wikipedia.org/wiki/Tulita_Airport","Fort Norman"
2019,"CZGF","medium_airport","Grand Forks Airport",49.0156,-118.431,1720,"NA","CA","CA-BC","Grand Forks","no","CZGF","ZGF","","","http://en.wikipedia.org/wiki/Grand_Forks_Airport",""
2020,"CZGI","medium_airport","Gods River Airport",54.8397,-94.0786,627,"NA","CA","CA-MB","Gods River","yes","CZGI","ZGI","","","http://en.wikipedia.org/wiki/Gods_River_Airport",""
2021,"CZGR","medium_airport","Little Grand Rapids Airport",52.0456,-95.4658,1005,"NA","CA","CA-MB","Little Grand Rapids","no","CZGR","ZGR","","","http://en.wikipedia.org/wiki/Little_Grand_Rapids_Airport",""
2023,"CZJG","medium_airport","Jenpeg Airport",54.5189,-98.0461,729,"NA","CA","CA-MB","Jenpeg","no","CZJG","ZJG","","","http://en.wikipedia.org/wiki/Jenpeg_Airport",""
2024,"CZJN","medium_airport","Swan River Airport",52.1206,-101.236,1100,"NA","CA","CA-MB","Swan River","yes","CZJN","ZJN","","","http://en.wikipedia.org/wiki/Swan_River_Airport",""
2025,"CZKE","medium_airport","Kashechewan Airport",52.2825,-81.6778,35,"NA","CA","CA-ON","Kashechewan","yes","CZKE","ZKE","","","http://en.wikipedia.org/wiki/Kashechewan_Airport",""
2026,"CZLQ","medium_airport","Thicket Portage Airport",55.3189,-97.7078,678,"NA","CA","CA-MB","Thicket Portage","no","CZLQ","YTD","","","http://en.wikipedia.org/wiki/Thicket_Portage_Airport","ZLQ"
2027,"CZMD","medium_airport","Muskrat Dam Airport",53.4414,-91.7628,911,"NA","CA","CA-ON","Muskrat Dam","yes","CZMD","MSA","","","http://en.wikipedia.org/wiki/Muskrat_Dam_Airport","ZMD"
2029,"CZMN","medium_airport","Pikwitonei Airport",55.5889,-97.1642,630,"NA","CA","CA-MB","Pikwitonei","no","CZMN","PIW","","","http://en.wikipedia.org/wiki/Pikwitonei_Airport","ZMN"
2030,"CZMT","medium_airport","Masset Airport",54.0275,-132.125,25,"NA","CA","CA-BC","Masset","yes","CZMT","ZMT","","","http://en.wikipedia.org/wiki/Masset_Airport",""
2031,"CZNG","medium_airport","Poplar River Airport",52.9965,-97.2742,728,"NA","CA","CA-MB","Poplar River","no","CZNG","XPP","","","http://en.wikipedia.org/wiki/Poplar_River_Airport",""
2033,"CZPB","medium_airport","Sachigo Lake Airport",53.8911,-92.1964,876,"NA","CA","CA-ON","Sachigo Lake","yes","CZPB","ZPB","","","http://en.wikipedia.org/wiki/Sachigo_Lake_Airport",""
2034,"CZPC","medium_airport","Pincher Creek Airport",49.5206,-113.997,3903,"NA","CA","CA-AB","Pincher Creek","no","CZPC","WPC","","","http://en.wikipedia.org/wiki/Pincher_Creek_Airport","ZPC"
2036,"CZRJ","medium_airport","Round Lake (Weagamow Lake) Airport",52.9436,-91.3128,974,"NA","CA","CA-ON","Round Lake","yes","CZRJ","ZRJ","","","http://en.wikipedia.org/wiki/Round_Lake_(Weagamow_Lake)_Airport",""
2037,"CZSJ","medium_airport","Sandy Lake Airport",53.0642,-93.3444,951,"NA","CA","CA-ON","Sandy Lake","yes","CZSJ","ZSJ","","","http://en.wikipedia.org/wiki/Sandy_Lake_Airport",""
2038,"CZSN","medium_airport","South Indian Lake Airport",56.7928,-98.9072,951,"NA","CA","CA-MB","South Indian Lake","no","CZSN","XSI","ZSN","","http://en.wikipedia.org/wiki/South_Indian_Lake_Airport",""
2039,"CZST","medium_airport","Stewart Airport",55.9354,-129.982,24,"NA","CA","CA-BC","Stewart","no","CZST","ZST","CZST","","http://en.wikipedia.org/wiki/Stewart_Airport_(British_Columbia)",""
2041,"CZTM","medium_airport","Shamattawa Airport",55.8656,-92.0814,289,"NA","CA","CA-MB","Shamattawa","yes","CZTM","ZTM","","","http://en.wikipedia.org/wiki/Shamattawa_Airport",""
2042,"CZUC","medium_airport","Ignace Municipal Airport",49.4297,-91.7178,1435,"NA","CA","CA-ON","Ignace","no","CZUC","ZUC","","","http://en.wikipedia.org/wiki/Ignace_Municipal_Airport",""
2045,"CZWH","medium_airport","Lac Brochet Airport",58.6175,-101.469,1211,"NA","CA","CA-MB","Lac Brochet","no","CZWH","XLB","ZWH","","http://en.wikipedia.org/wiki/Lac_Brochet_Airport",""
2046,"CZWL","medium_airport","Wollaston Lake Airport",58.1069,-103.172,1360,"NA","CA","CA-SK","Wollaston Lake","yes","CZWL","ZWL","","","http://en.wikipedia.org/wiki/Wollaston_Lake_Airport",""
2047,"DAAB","medium_airport","Blida Airport",36.5036,2.81417,535,"AF","DZ","DZ-09","","no","DAAB","QLD","","","http://en.wikipedia.org/wiki/Blida_Airport",""
2048,"DAAD","medium_airport","Bou Saada Airport",35.3325,4.20639,1506,"AF","DZ","DZ-28","","no","DAAD","BUJ","","","",""
2049,"DAAE","medium_airport","Soummam Airport",36.712,5.06992,20,"AF","DZ","DZ-06","Béjaïa","yes","DAAE","BJA","","","http://en.wikipedia.org/wiki/Soummam_Airport",""
2050,"DAAG","large_airport","Houari Boumediene Airport",36.691,3.21541,82,"AF","DZ","DZ-35","Algiers","yes","DAAG","ALG","","","http://en.wikipedia.org/wiki/Houari_Boumedienne_Airport",""
2051,"DAAJ","medium_airport","Djanet Inedbirene Airport",24.2928,9.45244,3176,"AF","DZ","DZ-33","Djanet","yes","DAAJ","DJG","","","http://en.wikipedia.org/wiki/Djanet_Inedbirene_Airport","Tiska Djanet Airport"
2054,"DAAP","medium_airport","Illizi Takhamalt Airport",26.7235,8.62265,1778,"AF","DZ","DZ-33","Illizi","yes","DAAP","VVZ","","","http://en.wikipedia.org/wiki/Illizi_Airport",""
2056,"DAAT","medium_airport","Aguenar – Hadj Bey Akhamok Airport",22.8115,5.45108,4518,"AF","DZ","DZ-11","Tamanrasset","yes","DAAT","TMR","","","http://en.wikipedia.org/wiki/Tamanrasset_Airport",""
2057,"DAAV","medium_airport","Jijel Ferhat Abbas Airport",36.7951,5.87361,36,"AF","DZ","DZ-18","Jijel","yes","DAAV","GJL","","","http://en.wikipedia.org/wiki/Jijel_Ferhat_Abbas_Airport",""
2058,"DAAY","medium_airport","Mecheria Airport",33.5359,-0.242353,3855,"AF","DZ","DZ-45","Mecheria","no","DAAY","MZW","","","http://fr.wikipedia.org/wiki/A%C3%A9roport_de_Mecheria",""
2060,"DABB","medium_airport","Rabah Bitat Airport",36.8222,7.80917,16,"AF","DZ","DZ-36","Annaba","yes","DABB","AAE","","","http://en.wikipedia.org/wiki/Rabah_Bitat_Airport","Les Salines Airport, El Mellah Airport, Annabah"
2061,"DABC","medium_airport","Mohamed Boudiaf International Airport",36.276,6.62039,2265,"AF","DZ","DZ-25","Constantine","yes","DABC","CZL","","","http://en.wikipedia.org/wiki/Mohamed_Boudiaf_International_Airport",""
2062,"DABS","medium_airport","Cheikh Larbi Tébessi Airport",35.4316,8.12072,2661,"AF","DZ","DZ-12","Tébessi","yes","DABS","TEE","","","http://en.wikipedia.org/wiki/T%C3%A9bessa_Airport",""
2063,"DABT","medium_airport","Batna Airport",35.7521,6.30859,2697,"AF","DZ","DZ-05","Batna","yes","DABT","BLJ","","","http://en.wikipedia.org/wiki/Batna_Airport",""
2064,"DAFH","medium_airport","Hassi R'Mel Airport",32.9304,3.31154,2540,"AF","DZ","DZ-03","","yes","DAFH","HRM","","","http://en.wikipedia.org/wiki/Hassi_R'Mel_Airport",""
2065,"DAOB","medium_airport","Bou Chekif Airport",35.3411,1.46315,3245,"AF","DZ","DZ-14","Tiaret","no","DAOB","TID","","","http://en.wikipedia.org/wiki/Bou_Chekif_Airport",""
2067,"DAOF","medium_airport","Tindouf Airport",27.7004,-8.1671,1453,"AF","DZ","DZ-37","Tindouf","yes","DAOF","TIN","","","http://en.wikipedia.org/wiki/Tindouf_Airport",""
2068,"DAOI","medium_airport","Ech Cheliff Airport",36.2127,1.33177,463,"AF","DZ","DZ-02","","no","DAOI","CFK","","","http://en.wikipedia.org/wiki/Chlef_International_Airport",""
2069,"DAOL","medium_airport","Tafaraoui Airport",35.5424,-0.532278,367,"AF","DZ","DZ-31","","no","DAOL","TAF","","","",""
2070,"DAON","medium_airport","Zenata – Messali El Hadj Airport",35.0167,-1.45,814,"AF","DZ","DZ-13","Tlemcen","yes","DAON","TLM","","","http://en.wikipedia.org/wiki/Zenata_Airport",""
2071,"DAOO","medium_airport","Es Senia Airport",35.6239,-0.621183,295,"AF","DZ","DZ-31","Oran","yes","DAOO","ORN","","","http://en.wikipedia.org/wiki/Oran_Es_Senia_Airport",""
2072,"DAOR","medium_airport","Béchar Boudghene Ben Ali Lotfi Airport",31.6457,-2.26986,2661,"AF","DZ","DZ-08","Béchar","yes","DAOR","CBH","","","http://en.wikipedia.org/wiki/B%C3%A9char_Ouakda_Airport","Béchar Ouakda Airport"
2074,"DAOV","medium_airport","Ghriss Airport",35.2077,0.147142,1686,"AF","DZ","DZ-29","","no","DAOV","MUW","","","",""
2075,"DAUA","medium_airport","Touat Cheikh Sidi Mohamed Belkebir Airport",27.8376,-0.186414,919,"AF","DZ","DZ-01","","yes","DAUA","AZR","","","http://en.wikipedia.org/wiki/Touat_Cheikh_Sidi_Mohamed_Belkebir_Airport",""
2076,"DAUB","medium_airport","Biskra Airport",34.7933,5.73823,289,"AF","DZ","DZ-07","Biskra","yes","DAUB","BSK","","","http://en.wikipedia.org/wiki/Biskra_Airport",""
2077,"DAUE","medium_airport","El Golea Airport",30.5713,2.85959,1306,"AF","DZ","DZ-47","","yes","DAUE","ELG","","","http://en.wikipedia.org/wiki/El_Golea_Airport",""
2078,"DAUG","medium_airport","Noumérat - Moufdi Zakaria Airport",32.3841,3.79411,1512,"AF","DZ","DZ-47","Ghardaïa","yes","DAUG","GHA","","","http://en.wikipedia.org/wiki/Noumerate_Airport",""
2079,"DAUH","medium_airport","Oued Irara Airport",31.673,6.14044,463,"AF","DZ","DZ-30","Hassi Messaoud","yes","DAUH","HME","","","http://en.wikipedia.org/wiki/Oued_Irara_Airport",""
2080,"DAUI","medium_airport","In Salah Airport",27.251,2.51202,896,"AF","DZ","DZ-11","In Salah","yes","DAUI","INZ","","","http://en.wikipedia.org/wiki/In_Salah_Airport",""
2081,"DAUK","medium_airport","Touggourt Sidi Madhi Airport",33.0678,6.08867,279,"AF","DZ","DZ-30","Touggourt","yes","DAUK","TGR","","","http://en.wikipedia.org/wiki/Touggourt_Sidi_Madhi_Airport",""
2082,"DAUL","medium_airport","Laghouat Airport",33.7644,2.92834,2510,"AF","DZ","DZ-03","Laghouat","no","DAUL","LOO","","","",""
2083,"DAUO","medium_airport","Guemar Airport",33.5114,6.77679,203,"AF","DZ","DZ-39","Guemar","yes","DAUO","ELU","","","http://en.wikipedia.org/wiki/Guemar_Airport",""
2084,"DAUT","medium_airport","Timimoun Airport",29.2371,0.276033,1027,"AF","DZ","DZ-01","Timimoun","yes","DAUT","TMX","","","http://en.wikipedia.org/wiki/Timimoun_Airport",""
2085,"DAUU","medium_airport","Ain el Beida Airport",31.9172,5.41278,492,"AF","DZ","DZ-30","Ouargla","yes","DAUU","OGX","","","http://en.wikipedia.org/wiki/Ain_el_Beida_Airport",""
2086,"DAUZ","medium_airport","In Aménas Airport",28.0515,9.64291,1847,"AF","DZ","DZ-33","Aménas","yes","DAUZ","IAM","","","",""
2087,"DBBB","medium_airport","Cadjehoun Airport",6.35723,2.38435,19,"AF","BJ","BJ-AQ","Cotonou","yes","DBBB","COO","","","http://en.wikipedia.org/wiki/Cadjehoun_Airport",""
2088,"DFFD","medium_airport","Ouagadougou Airport",12.3532,-1.51242,1037,"AF","BF","BF-KAD","Ouagadougou","yes","DFFD","OUA","","","http://en.wikipedia.org/wiki/Ouagadougou_Airport",""
2089,"DFOO","medium_airport","Bobo Dioulasso Airport",11.1601,-4.33097,1511,"AF","BF","BF-HOU","Bobo Dioulasso","yes","DFOO","BOY","","","http://en.wikipedia.org/wiki/Bobo_Dioulasso_Airport",""
2090,"DGAA","large_airport","Kotoka International Airport",5.60519,-0.166786,205,"AF","GH","GH-AA","Accra","yes","DGAA","ACC","","","http://en.wikipedia.org/wiki/Kotoka_International_Airport",""
2091,"DGLE","medium_airport","Tamale Airport",9.55719,-0.863214,553,"AF","GH","GH-NP","Tamale","yes","DGLE","TML","","","http://en.wikipedia.org/wiki/Tamale_Airport",""
2093,"DGSI","medium_airport","Kumasi Airport",6.71456,-1.59082,942,"AF","GH","GH-AH","Kumasi","yes","DGSI","KMS","","","http://en.wikipedia.org/wiki/Kumasi_Airport",""
2094,"DGSN","medium_airport","Sunyani Airport",7.36183,-2.32876,1014,"AF","GH","GH-BA","Sunyani","yes","DGSN","NYI","","","http://en.wikipedia.org/wiki/Sunyani_Airport",""
2095,"DGTK","medium_airport","Takoradi Airport",4.89606,-1.77476,21,"AF","GH","GH-WP","Sekondi-Takoradi","yes","DGTK","TKD","","","http://en.wikipedia.org/wiki/Takoradi_Airport",""
